LOC_ID	METER NO.    CTR     PTR	     PLACE OF INSTALLATION
BI-27   NP-8668-A    600     1200.0000    132 KV JAMUI(BSPHCL) - LAKHISARAI (PG)-2
BI-28   NP-8653-A    300     1200.0000    132 KV SULTANGANJ(BSPHCL)- BANKA(PG) LINE-1
BI-29   NP-8672-A    300     1200.0000    132 KV SULTANGANJ(BSPHCL)- BANKA(PG) LINE-2
BI-30   NP-8670-A    400     1200.0000    132 KV LAKHISARAI(BSPHCL) - LAKHISARAI (PG)-1
BI-31   NP-8671-A    400     1200.0000    132 KV LAKHISARAI(BSPHCL) - LAKHISARAI (PG)-2
BI-32   ER-1866-A    800     2000.0000    220 KV DUMRAON NEW(BSPHCL)- ARA (PG)-2
BI-33   NP-8665-A    800     2000.0000    220 KV NADHOKHAR(BSPHCL)- PUSAULI (PG)-2
BI-34   NP-8883-A    300     1200.0000    132 KV FORBESGANJ(BSPHCL)- KISHENGANJ (BSPHCL)-1
BI-35   NP-8884-A    300     1200.0000    132 KV FORBESGANJ(BSPHCL)- KISHENGANJ (BSPHCL)-2
BI-36   ER-1158-A    800     2000.0000    220 KV KISHANGANJ(BSPTCL)-KISHANGANJ(PG)-1
BI-37   ER-1295-A    800     2000.0000    220 KV KISHANGANJ(BSPTCL)-KISHANGANJ(PG)-2
BI-38   ER-1156-A    800     2000.0000    220 KV KISHANGANJ(BSPTCL)-KISHANGANJ(PG)-3
BI-39   ER-1157-A    800     2000.0000    220 KV KISHANGANJ(BSPTCL)-KISHANGANJ(PG)-4
BI-40   ER-1958-A    1600    2000.0000    220 KV KHAGAUL(BSPHCL)-PATNA(PG)-1
BI-41   ER-1961-A    1600    2000.0000    220 KV KHAGAUL(BSPHCL)-PATNA(PG)-2
BI-42   NP-7380-A    800     2000.0000    220 KV SONNAGAR(BSPTCL)-CHANDAUTI(PG)-1
BI-43   NP-7450-A    800     2000.0000    220 KV SONNAGAR(BSPTCL)-CHANDAUTI(PG)-2
BI-44   ER-1223-A    800     2000.0000    220 KV SAMASTIPUR(BSPTCL)-DARBHANGA(DMTCL)
BI-45   ER-1286-A    800     2000.0000    220 KV MOTIPUR(BSPTCL)-DARBHANGA(DMTCL)-2
BI-46   ER-1288-A    800     2000.0000    220 KV MOTIPUR(BSPTCL)-DARBHANGA(DMTCL)-1
BI-47   ER-1225-A    1600    2000.0000    220 KV LAUKAHI(BSPHCL)-DARBHANGA(DMTCL) LINE-2
BI-48   NP-6070-A    300     1200.0000    132 KV RAJGIR (NALANDA -BARHI T-OFF) 
BI-49   ER-2150-A    300     1200.0000    132 KV MOHANIA (BSPHCL) - PUSAULI (PG)
BI-50   NP-7869-A    300     1200.0000    132 kv KUDRA(BSPHCL)  - PUSAULI (PG)
BI-51   NP-6090-A    600     1200.0000    132 KV PURNEA (BSPHCL) - PURNEA (PG)-3 
BI-52	NP-7851-A    1200    2000.0000	  220 KV HAJIPUR(BSPHCL) - MUZAFFARPUR(PG)-1
BI-53	NP-7852-A    1200    2000.0000	  220 KV HAJIPUR(BSPHCL) - MUZAFFARPUR(PG)-2
BI-55	NP-6066-A    300     1200.0000	  132 KV RAJGIR (BSPHCL) - BARHI (DVC)
BI-56	NP-7690-A    300     1200.0000	  132 KV NALANDA (BSPHCL) - BARHI (DVC)
BI-57	NP-5844-A    600     2000.0000	  220 KV BIHARSHARIFF (BSPHCL) - TENUGHAT (JSEB)
BI-58   NP-7833-A    150     1200.0000    132 KV BANKA(BSPHCL)-BANKA(PG)-1
BI-59   NP-7874-A    300     1200.0000    132 KV SABOUR(BSPHCL)-BANKA(PG)-1
BI-60	NP-6015-B    600     1200.0000	  132 KV SONENAGAR (BSPHCL)- JAPLA (JSEB)
BI-61	NP-7400-A    400     1200.0000	  132 KV SULTANGANJ (BSPHCL) - DEOGARH (JSEB)
BI-62	NP-6097-A    600     2000.0000	  220 KV DEHRI (BSPHCL) - PUSAULII (PG)
BI-63	NP-6017-B    60      1200.0000	  132 KV KARMANASHA(BSPHCL) - CHANDAULI (UPSEB)
BI-64   NP-6018-B    60      1200.0000    132 KV KARMANASHA(BSPHCL) - SAHUPURI(UPSEB)
BI-66	NP-6013-B    120     1200.0000	  132 KV SONENAGAR(BSPHCL) - NAGARUNTARI(JSEB)
BI-67   NP-5843-A    600     2000.0000    220 KV BIHARSHARIF(BSPHCL) - BIHARSHARIF(PG)-3
BI-68   ER-1887-A    600     2000.0000    220 KV KANTI (BSPHCL)-MUZAFFARPUR (PG)-1 (MAIN)
BI-69   ER-1890-A    600     2000.0000    220 KV KANTI (BSPHCL)-MUZAFFARPUR (PG)-2 (MAIN)
BI-70   ER-1883-A    600     2000.0000    220 KV KANTI (BSPHCL)-MUZAFFARPUR (PG)-1 (CHECK)
BI-71   ER-1889-A    600     2000.0000    220 KV KANTI (BSPHCL)-MUZAFFARPUR (PG)-2 (CHECK)
BI-72   NP-8748-A    600     1200.0000    132 KV BANKA(BSPHCL)-BANKA(PG)-2
BI-73   NP-8749-A    600     1200.0000    132 KV SABOUR(BSPHCL)-BANKA(PG)-2
BI-74   ER-1227-A    300     1200.0000    132 KV BETIAH(BSPHCL)-MOTIHARI(DMTCL)-1
BI-75   ER-1173-A    300     1200.0000    132 KV BETIAH(BSPHCL)-MOTIHARI(DMTCL)-2
BI-76   ER-1250-A    600     1200.0000    132 KV MOTIHARI(BSPHCL)-MOTIHARI(DMTCL)-1
BI-77   ER-1245-A    600     1200.0000    132 KV MOTIHARI(BSPHCL)-MOTIHARI(DMTCL)-2
BI-78   ER-1248-A    300     1200.0000    132 KV RAXAUL(BSPHCL)-MOTIHARI(DMTCL)-2
BI-79   ER-1249-A    300     1200.0000    132 KV RAXAUL(BSPHCL)-MOTIHARI(DMTCL)-1
BI-80   ER-1235-A    1600    2000.0000    220 KV SIPARA(BSPTCL)-PATNA(PG) LINE-3
BR-01   ER-1373-A    1600    2000.0000    220 KV KHIZIRSARAI(BSPTCL)-GAYA(PG)LINE-2
BR-02   ER-1377-A    1600    2000.0000    220 KV KHIZIRSARAI(BSPTCL)-GAYA(PG)LINE-1
BR-03   ER-1222-A    800     2000.0000    220 KV DARBHANGA(BSPTCL)-DARBHANGA(DMTCL)LINE-2
BR-04   ER-1224-A    800     2000.0000    220 KV DARBHANGA(BSPTCL)-DARBHANGA(DMTCL)LINE-1
BR-05   ER-1344-A    1600    2000.0000    220 KV KHAGARIA(BSPTCL)-NEW PURNEA(PG) LINE-2
BR-07   ER-1305-A    800     2000.0000    220 KV DUMRAON NEW(BSPHCL)- ARA(PG) LINE-1
BR-08   ER-1310-A    800     2000.0000    220 KV NADHOKHAR(BSPHCL)- PUSAULI(PG) LINE-1
BR-09   ER-1145-A    600     1200.0000    132 KV JAGDISHPUR(BSPHCL)-ARAH(PG)-2
BR-10   ER-1792-A    1600    2000.0000    220 KV KHAGARIA(BSPTCL)-NEW PURNEA(PG) LINE-1
BR-11   ER-1856-A    1600    2000.0000    220 KV KARAMNASA NEW(BSPTCL)-PUSAULI(PG)
BR-12   ER-1857-A    1600    2000.0000    220 KV KARAMNASA NEW(BSPTCL)-SAHUPURI(NR)
BR-13   ER-1880-A    2000    3636.3636    400 KV NAUBATPUR(BGCL)-BALIA(NR)-1
BR-14   ER-1828-A    2000    3636.3636    400 KV NAUBATPUR(BGCL)-BALIA(NR)-2
BR-15   ER-1879-A    2000    3636.3636    400 KV NAUBATPUR(BGCL)-PATNA(PG)-1
BR-16   ER-1848-A    2000    3636.3636    400 KV NAUBATPUR(BGCL)-PATNA(PG)-2
BR-17   ER-1941-A    2000    3636.3636    400 KV JAKKANPUR(BGCL)-PATNA(PG)-1
BR-18   ER-1942-A    2000    3636.3636    400 KV JAKKANPUR(BGCL)-PATNA(PG)-2
BR-19   ER-1943-A    2000    3636.3636    400 KV JAKKANPUR(BGCL)-NABINAGAR(NPGC)-1
BR-20   ER-1944-A    2000    3636.3636    400 KV JAKKANPUR(BGCL)-NABINAGAR(NPGC)-2
BR-21   ER-1949-A    2000    3636.3636    400 KV SIDE OF 400/220 KV 500MVA ICT-1 AT JAKKANPUR(BGCL)
BR-22   ER-1948-A    2000    3636.3636    400 KV SIDE OF 400/220 KV 500MVA ICT-2 AT JAKKANPUR(BGCL)
BR-23   ER-1946-A    2000    3636.3636    400 KV SIDE OF 400/220 KV 500MVA ICT-2 AT NAUBATPUR(BGCL)
BR-24   ER-1947-A    2000    3636.3636    400 KV SIDE OF 400/220 KV 500MVA ICT-1 AT NAUBATPUR(BGCL)
BR-25   ER-1871-A    800     2000.0000    220 KV NAUBATPUR(BGCL) - ARAH(PG) LINE-1
BR-26   ER-1829-A    800     2000.0000    220 KV NAUBATPUR(BGCL) - ARAH(PG) LINE-2
BR-27   ER-1929-A    800     2000.0000    220 KV GORAUL(BSPTCL)-MUZAFFARPUR(PG) LINE-1
BR-28   ER-1930-A    800     2000.0000    220 KV GORAUL(BSPTCL)-MUZAFFARPUR(PG) LINE-2
JS-01	ER-1279-A    1200    2000.0000	  220 KV RAMCHANDRAPUR(JSEB)-JAMSHEDPUR(PG)-1
JS-02   ER-1241-A    1200    2000.0000    220 KV RAMCHANDRAPUR(JSEB)-JAMSHEDPUR(PG)-2
JS-03	NP-6108-A    600     1200.0000	  132 KV LALMATIA (JSEB) - KAHALGAON (NTPC)
JS-04	NP-6109-A    800     2000.0000	  220 KV LALMATIA (JSEB) - FARAKKA (NTPC)
JS-05   NP-7434-A    600     2000.0000    220 KV CHANDIL(JSEB) - RANCHI (PG)-1
JS-07   NP-6122-A    1200    2000.0000    220 KV HATIA (JSEB) - RANCHI (PG)-2
JS-08   NP-7435-A    1200    2000.0000    220 KV CHANDIL (JSEB) - RANCHI(PG)-2(LINE LILOed at Tamar[JSEB] AT 132KV Level) 
JS-09   NP-8695-A    800     2000.0000    220 KV DUMKA(JUVNL)-MAITHON(PG) LINE-1
JS-10   ER-1800-A    800     2000.0000    220 KV DUMKA(JUVNL)-MAITHON(PG) LINE-2
JS-11   NP-8865-A    800     2000.0000    220 KV CHAIBASA(JUVNL)-CHAIBASA(PG) LINE-1
JS-12   NP-8866-A    800     2000.0000    220 KV CHAIBASA(JUVNL)-CHAIBASA(PG) LINE-2
JS-14	ER-1298-A    800     2000.0000	  220 KV RAMCHANDRAPUR(JSEB)-JAMSHEDPUR(PG)-3
JS-15   ER-1198-A    600     1200.0000    132 KV DALTONGANJ(JUVNL)-DALTONGANJ(PG)-1
JS-16   ER-1194-A    600     1200.0000    132 KV DALTONGANJ(JUVNL)-DALTONGANJ(PG)-2
JS-17   ER-1957-A    1200    2000.0000    220 KV HATIA (JSEB) - RANCHI (PG)-1
JS-18   ER-1326-A    1200    2000.0000    220 KV HATIA (JSEB) - RANCHI (PG)-3
JS-19   ER-1859-A    300     1200.0000    132 KV NAGARUNTARI(JSEB) - SONENAGAR(BSEB)
JS-20   ER-1793-A    300     1200.0000    132 KV NAGARUNTARI(JSEB) - RIHAND(NR)
JS-21   ER-1854-A    600     3636.3636    400 KV SIDE OF 400/220 KV 315 MVA ICT-1 AT PATRATU NEW (JSEB)
JS-40   NP-6005-B    120     1320.0000    132 KV PATRATU (JSEB) - PATRATU (DVC) -2
JS-50   ER-1864-A    300     1200.0000    132 KV KENDOPOSI(JSEB)-JODA(GRIDCO) TRANSFER BUS
JS-51	NP-6102-A    600     2000.0000	  220 KV RAMCHANDRAPUR (JSEB) - JODA (GRIDCO)
JS-52	ER-1865-A    400     1200.0000	  132 KV KENDOPOSI (JSEB) - JODA (GRIDCO)
JS-53	NP-6009-B    60      1200.0000	  132 KV GOELKERA (JSEB) - ROURKELA (GRIDCO)
JS-54	NP-8610-B    60      1200.0000	  132 KV PATRATU (JSEB) - PATRATU (DVC) -1
JS-55	NP-6003-B    120     1200.0000	  132 KV PATRATU (JSEB)-RAMGARH (DVC)-TR.BUS
JS-56	NP-7461-A    800     1200.0000	  132 KV CHANDIL (JSEB) - MANIQUE (DVC)
JS-57	NP-7436-A    600     2000.0000	  220 KV CHANDIL (JSEB) - SANTALDIH (WBSETCL)
JS-58	NP-6113-A    400     1200.0000	  132 KV GARWA (JSEB) - RIHAND (UPSEB)
JS-62	NP-6115-A    1600    2000.0000	  220 KV TENUGHAT (JSEB) - BIHARSHARIFF (BSPHCL)
JS-63	NP-6107-A    400     1200.0000	  132 KV LALMATIA (JSEB) - KAHALGAON (BSPHCL)
JS-64	NP-6112-A    600     1200.0000	  132 KV JAPLA(JSEB) - SONENAGAR (BSPHCL)
JS-66   NP-6110-A    400     1200.0000    132 KV JAMTARA (JSEB) - MAITHON (DVC)
JS-67   ER-1364-A    400     1200.0000    132 KV DEOGARH (JSEB) - SULTANGANJ (BSPHCL)[NEW BAY]
JS-68   ER-1855-A    1000    3636.3636    400 KV PATRATU NEW (JSEB) - RANCHI NEW-1(PG)
JS-69   ER-1852-A    1000    3636.3636    400 KV PATRATU NEW (JSEB) - RANCHI NEW-2(PG)
DV-02   ER-2117-A    800     2000.0000    220 KV PARULIA (DVC) - PARULIA(PG)-1
DV-03   ER-2126-A    800     2000.0000    220 KV PARULIA (DVC) - PARULIA(PG)-2
DV-04   ER-2086-A    2000    3636.3636    400 KV MEJIA(DVC)-MAITHON(MAIN)
DV-05   NP-6508-A    2000    3636.3636    400 KV MEJIA(DVC)-JAMSHEDPUR(PG)(CHECK)
DV-06   ER-2044-A    2000    3636.3636    400 KV DSTPS(DVC)-JAMSHEDPUR(PG)-II(MAIN)
DV-07   NP-6523-A    2000    3636.3636    400 KV DSTPS(DVC)-JAMSHEDPUR(PG)-II(CHECK)
DV-08   ER-1984-A    800     2000.0000    220 KV KALYANESWARI (DVC)-MAITHON(PG)-1
DV-09   ER-1982-A    800     2000.0000    220 KV KALYANESWARI (DVC)-MAITHON(PG)-2
DV-10   ER-2046-A    2000    3636.3636    400 KV DSTPS(DVC)-JAMSHEDPUR(PG)-I(MAIN)
DV-11   NP-6525-A    2000    3636.3636    400 KV DSTPs(DVC)-JAMSHEDPUR(PG)-I(CHECK)
DV-12   NP-6534-A    1000    3636.3636    400 KV SIDE OF MEJIA(DVC) GT-1
DV-13   NP-6532-A    1000    3636.3636    400 KV SIDE OF MEJIA(DVC) GT-2
DV-14   NP-7943-A    500     3636.3636    400 KV SIDE OF MEJIA(DVC) STN TRANF.-1
DV-15   NP-6533-A    500     3636.3636    400 KV SIDE OF MEJIA(DVC) STN TRANF.-2
DV-16   NP-6776-A    2000    3636.3636    400 KV MEJIA(DVC)- MAITHON(PG) (CHECK)
DV-17   ER-1656-A    2000    3636.3636    400 KV MEJIA(DVC)-JAMSHEDPUR(PG)(MAIN)  
DV-18   NP-6541-A    800     2000.0000    220 KV DHANBAD (DVC)-MAITHON(PG)II
DV-19   NP-6542-A    800     2000.0000    220 KV DHANBAD (DVC)-MAITHON(PG)-I
DV-20   ER-2129-A    2000    3636.3636    400 KV KODERMA (DVC) - BIHARSHARIFF(PG)-I
DV-21   ER-2130-A    2000    3636.3636    400 KV KODERMA (DVC) - BIHARSHARIFF(PG)-II
DV-24   ER-1008-A    2000    3636.3636    400 KV MEJIA(DVC)-MAITHON(PG) LINE-I(CHECK)
DV-25   ER-1031-A    2000    3636.3636    400 KV MEJIA(DVC)-MAITHON(PG) LINE-II(CHECK)
DV-26   ER-1657-A    2000    3636.3636    400 KV MEJIA(DVC)-MAITHON(PG) LINE-I(MAIN)
DV-27   ER-1658-A    2000    3636.3636    400 KV MEJIA(DVC)-MAITHON(PG) LINE-II(MAIN)
DV-30   NP-6554-A    1000    3636.3636    400 KV SIDE OF DSTPP (ANDAL) GT-I(MAIN)
DV-31   NP-6497-A    1000    3636.3636    400 KV SIDE OF DSTPP (ANDAL) GT-I(CHECK)
DV-32   NP-6496-A    500     3636.3636    400 KV SIDE OF (ANDAL) STN TRF-I(MAIN)
DV-33   NP-6498-A    500     3636.3636    400 KV SIDE OF (ANDAL) STN TRF-I(CHECK)
DV-34   ER-1808-A    1000    3636.3636    400 KV TATA JAMSHEDPUR (DVC)- BARIPADA(PG)
DV-35   ER-2087-A    1000    3636.3636    400 KV TATA JAMSHEDPUR (DVC)- JAMSHEDPUR(PG) 
DV-36   ER-2682-A    2000    3636.3636    400 KV RTPS(DVC)-MAITHON(PG) LINE(MAIN)
DV-37   NP-7531-A    2000    3636.3636    400 KV RTPS(DVC)-MAITHON(PG) LINE(CHECK)
DV-38   ER-1653-A    2000    3636.3636    400 KV RTPS(DVC)-RANCHI(PG) LINE(MAIN)
DV-39   NP-7562-A    2000    3636.3636    400 KV RTPS(DVC)-RANCHI(PG) LINE(CHECK)
DV-40   ER-2042-A    2000    3636.3636    400 KV KODERMA(DVC)-GAYA(PG) LINE-I(MAIN)
DV-41   NP-7892-A    2000    3636.3636    400 KV KODERMA(DVC)-GAYA(PG) LINE-I(CHECK)
DV-42   ER-2128-A    2000    3636.3636    400 KV KODERMA(DVC)-GAYA(PG) LINE-II(MAIN)
DV-43   NP-7893-A    2000    3636.3636    400 KV KODERMA(DVC)-GAYA(PG) LINE-II(CHECK)
DV-44   ER-1255-A    2000    3636.3636    400 KV RTPS(DVC)-RANCHI(PG)-2(MAIN)
DV-45   ER-1260-A    2000    3636.3636    400 KV RTPS(DVC)-RANCHI(PG)-2(CHECK)
DV-46   ER-1267-A    2000    3636.3636    400 KV RTPS(DVC)-RANCHI(PG)-3(MAIN)
DV-47   ER-1269-A    2000    3636.3636    400 KV RTPS(DVC)-RANCHI(PG)-3(CHECK)
DV-51	NP-6007-B    160     1200.0000	  132 KV BARHI (DVC) - RAJGIR/BIHARSHARIFF (BSPHCL)
DV-53	NP-6006-B    160     1200.0000	  132 KV PATRATU (DVC)-PATRATU(JSEB)-1&2(SUM)
DV-55	NP-6011-B    120     1200.0000	  132 KV MANIQUE (DVC) - CHANDIL (JSEB)
DV-56	NP-8092-B    80      1200.0000	  132 KV MAITHON (DVC) - JAMTARA (JSEB)
DV-57	ER-2082-A    800     2000.0000	  220 KV JAMSHEDPUR (DVC) - JINDAL(GRIDCO)
DV-60   ER-2118-A    800     2000.0000    220 KV WARIA (DVC) - BIDHANNAGAR (WBSETCL)-1
DV-61   NP-6558-B    160     1200.0000    132 KV KOLAGHAT(DVC) - KOLAGHAT (WBSETCL)
DV-64   ER-2102-A    800     2000.0000    220 KV WARIA (DVC) - BIDHANNAGAR (WBSETCL)-2
DV-65   ER-1799-A    800     2000.0000    220 KV RAMGARH(DVC)-RANCHI(PG)
DV-66   ER-1797-A    800     2000.0000    220 KV MTPS(DVC)-RANCHI(PG)
OR-01	NP-5934-A    600     2000.0000	  220 KV TARKERA (GRIDCO) - ROURKELA (PG) -1
OR-02	NP-5935-A    600     2000.0000	  220 KV TARKERA (GRIDCO) - ROURKELA (PG) -2
OR-03	NP-5973-A    600     2000.0000	  220 KV RENGALI (GRIDCO) - RENGALI (PG) -1
OR-04	NP-5985-A    600     2000.0000	  220 KV RENGALI (GRIDCO) - RENGALI (PG) -2
OR-05   NP-5963-A    600     2000.0000    220 KV JEYNAGAR (GRIDCO) - JEYPORE (PG) -1
OR-06   NP-5964-A    600     2000.0000    220 KV JEYNAGAR (GRIDCO) - JEYPORE (PG) -2
OR-07	ER-1758-A    1000    3636.3636	  400 KV MERAMUNDALI (GRIDCO)-TSTPP(NTPC)-1
OR-08	ER-1055-A    1000    3636.3636	  400 KV MERAMUNDALI (GRIDCO)-TSTPP(NTPC)-2
OR-09	ER-1754-A    600     2000.0000	  220 KV MERAMUNDALI (GRIDCO)-TSTPP (NTPC)-1
OR-10	ER-1779-A    600     2000.0000	  220 KV MERAMUNDALI (GRIDCO)-TSTPP (NTPC)-2
OR-11	ER-1898-A    800     2000.0000	  220 KV RENGALI (GRIDCO)-TALCHER (NTPC)
OR-12	ER-2000-A    800     2000.0000	  220 KV TTPS (GRIDCO)-TALCHER (NTPC)
OR-13   NP-5967-A    1000    3636.3636    400 KV INDRAVATI P/H (GRIDCO)-INDRAVATI(PG)
OR-14	ER-1054-A    1000    3636.3636	  400 KV MERAMUNDALI (GRIDCO)-BOLANGIR(PG)
OR-15   NP-7991-A    600     2000.0000    220 KV BALIMELA(GRIDCO)-UPPER SILERU(SR) (MAIN)
OR-16   NP-7992-A    600     2000.0000    220 KV BALIMELA(GRIDCO)-UPPER SILERU(SR) (CHECK)
OR-17   NP-7561-A    600     2000.0000    220 KV KATAPALLI(GRIDCO)-BOLANGIR(PG)
OR-18   NP-7944-A    1200    2000.0000    220 KV SADEIPALLI(GRIDCO)[BOLANGIR NEW]-BOLANGIR(PG)-1
OR-20   ER-2071-A    1000    3636.3636    400 KV MENDHASAL (GRIDCO)- PANDIABIL(PG)-1
OR-21   ER-2072-A    1000    3636.3636    400 KV MENDHASAL (GRIDCO)- PANDIABIL(PG)-2
OR-22   ER-1900-A    1000    3636.3636    400 KV DUBURI (GRIDCO)- BARIPADA(PG)
OR-23   ER-1897-A    1000    3636.3636    400 KV DUBURI(GRIDCO)-PANDIABILI(PG)
OR-24   ER-1111-A    600     2000.0000    220 KV ATRI(GRIDCO)- PANDIABILI(PG) LINE-1
OR-25   ER-1113-A    600     2000.0000    220 KV SAMANGARA(GRIDCO)-PANDIABILI(PG) LINE-1
OR-26   ER-1114-A    400     1200.0000    132 KV JALESWAR(GRIDCO)-BARIPADA(PG)
OR-27   ER-1116-A    400     1200.0000    132 KV BHOGRAI(GRIDCO)-BARIPADA(PG)
OR-28   ER-1007-A    600     2000.0000    220 KV ATRI(GRIDCO)- PANDIABILI(PG) LINE-2
OR-29   ER-1073-A    600     2000.0000    220 KV SAMANGARA(GRIDCO)-PANDIABILI(PG) LINE-2
OR-30   ER-1584-A    600     2000.0000    220 KV KEONJHAR(GRIDCO)-KEONJHAR(PG) LINE-1
OR-31   ER-1592-A    600     2000.0000    220 KV KEONJHAR(GRIDCO)-KEONJHAR(PG) LINE-2
OR-52   ER-2074-A    400     1200.0000    132 KV JODA (GRIDCO)-KENDPOSI (JSEB)
OR-53   ER-1992-A    600     2000.0000    220 KV JODA (GRIDCO)-RAMCHANDRAPUR (JSEB)
OR-54   ER-2066-A    800     2000.0000    220 KV JINDAL (GRIDCO)-JAMSHEDPUR (DVC)
OR-55	NP-5938-A    600     2000.0000	  220 KV JODA(GRIDCO) BUS COUPLER
OR-56   ER-2065-A    600     2000.0000    220 KV BUDHIPADAR (GRIDCO) - RAIGARH (WR)
OR-57   ER-2069-A    600     2000.0000    220 KV BUDHIPADAR (GRIDCO)-KORBA(MPEB)-2
OR-59   ER-2070-A    800     2000.0000    220 KV BUDHIPADAR (GRIDCO)-KORBA(MPEB)-3
OR-60   NP-5906-A    600     2000.0000    220 KV BALASORE(GRIDCO)-BARIPADA(PG)-1
OR-61   NP-5908-A    600     1200.0000    132 KV BARIPADA(GRIDCO)-BARIPADA(PG)  
OR-62   NP-5907-A    400     1200.0000    132 KV BANGRIPOSI(GRIDCO)-BARIPADA(PG) 
OR-63   NP-5904-A    600     2000.0000    220 KV BALASORE(GRIDCO)-BARIPADA(PG)-2
OR-64   ER-2055-A    300     300.00000    33 KV  DULANGA CMP(OCPL)-DARLIPALLI(NTPC)-2
OR-65   ER-2056-A    300     300.00000    33 KV  DULANGA CMP(OCPL)-DARLIPALLI(NTPC)-1
WB-01   ER-1079-A    800     1200.0000    132 KV BIRPARA (WB)-BIRPARA (PG)-1
WB-02   NP-5893-A    800     1200.0000    132 KV BIRPARA(WB)-BIRPARA(PG)-2
WB-03   ER-2001-A    600     1200.0000    132 KV NJP(WBSETCL) - SIIGURI(PG)
WB-04   NP-5953-A    800     1200.0000    132 KV NBU(WBSETCL) - SILIGURI(PG)
WB-05   NP-6480-A    800     1200.0000    132 KV MALDA (WBSETCL) - MALDA (PG) -1
WB-06   NP-6472-A    800     1200.0000    132 KV MALDA (WBSETCL) - MALDA (PG) -2
WB-07   NP-6486-A    800     2000.0000    220 KV BIDHANNAGAR (WBSETCL) - DURGAPUR (PG)
WB-08   ER-1477-A    2000    3636.3636    400 KV JEERAT (WBSETCL) - SUBHASGRAM(PG)
WB-09   ER-1471-A    2000    3636.3636    400 KV JEERAT (WBSETCL) - RAJARAHAT(PG)
WB-10   NP-6487-A    1000    3636.3636    400 KV KOLAGHAT (WBSETCL) - KHARAGPUR (WB)
WB-11	ER-1986-A    600     1200.0000	  132 KV RAMMAM (WBSETCL) - RANGIT (NHPC)
WB-12   ER-1981-A    2000    3636.3636    400 KV SAGARDIGHI(WB) - FARAKKA (NTPC)-1(MAIN)
WB-13   ER-2013-A    2000    3636.3636    400 KV SAGARDIGHI(WB) - JEERAT(WB)-2 (MAIN)
WB-14   ER-1985-A    1000    3636.3636    400 KV SAGARDIGHI(WB)- DURGAPUR(PG)-2(MAIN)
WB-15   ER-2089-A    1000    3636.3636    400 KV SAGARDIGHI(WB)- DURGAPUR(PG)-2(CHECK)
WB-16   NP-8728-A    800     2000.0000    220 KV DALKHOLA(WB)-DALKHOLA(PG)LINE-2
WB-17   ER-1043-A    2000    3636.3636    400 KV KHARAGPUR(WB)- BARIPADA(PG)
WB-18   NP-8729-A    800     2000.0000    220 KV DALKHOLA(WB)-DALKHOLA(PG)LINE-1
WB-19   NP-6457-A    2000    3636.3636    400 KV BIDHANAGAR(WB)-DURGAPUR(PG)-1
WB-20   NP-6499-A    2000    3636.3636    400 KV BIDHANAGAR(WB)- DURGAPUR(PG)-2
WB-21   NP-7964-A    1000    3636.3636    400 KV SAGARDIGHI(WB)-DURGAPUR(PG)-1(MAIN)
WB-22   ER-2099-A    1000    3636.3636    400 KV SAGARDIGHI(WB)-DURGAPUR(PG)-1(CHECK)
WB-23   LT-0312-A    2000    3636.3636    400 KV SAGARDIGHI(WB)- JEERAT(WB)-2(CHECK)
WB-24   LT-0191-A    2000    3636.3636    400 KV SAGARDIGHI(WB)- FARAKKA (NTPC)-1(CHECK)
WB-25   ER-2012-A    2000    3636.3636    400 KV SAGARDIGHI(WB)-BERHAMPORE(PG) LINE-2(MAIN)
WB-26   NP-8725-A    2000    3636.3636    400 KV SAGARDIGHI(WB)-BERHAMPORE(PG) LINE-2(CHECK)
WB-27   ER-2017-A    2000    3636.3636    400 KV SAGARDIGHI(WB)-BERHAMPORE(PG) LINE-1(MAIN)
WB-28   NP-8722-A    2000    3636.3636    400 KV SAGARDIGHI(WB)-BERHAMPORE(PG) LINE-1(CHECK)
WB-29   ER-2016-A    2000    3636.3636    400 KV KHARAGPUR(WB)-CHAIBASA(PG)-2
WB-30   ER-2015-A    2000    3636.3636    400 KV KHARAGPUR(WB)-CHAIBASA(PG)-1
WB-31   ER-1040-A    3000    3636.3636    400 KV PPSP NEW(WB)-RANCHI NEW(PG)-1
WB-32   ER-1130-A    3000    3636.3636    400 KV PPSP NEW(WB)-RANCHI NEW(PG)-2
WB-33   ER-1133-A    3000    3636.3636    400 KV GOKARNA(WB)-RAJARHAT(PG)
WB-34   ER-1138-A    3000    3636.3636    400 KV GOKARNA(WB)-PURNEA(PG)
WB-35   ER-1001-A    800     2000.0000    220 KV NEW TOWN(WB)-SUBHASGRAM(PG)
WB-36   ER-1009-A    800     2000.0000    220 KV KLC BANTALA(WB)-SUBHASGRAM(PG)
WB-37   ER-1127-A    1600    2000.0000    220 KV SUBHASHGRAM(WB)-SUBHASGRAM(PG)-2
WB-38   ER-1003-A    1600    2000.0000    220 KV SUBHASHGRAM(WB)-SUBHASGRAM(PG)-1
WB-39   ER-1088-A    800     2000.0000    220 KV ALIPURDUAR(WB)-ALIPURDUAR(PG)-1
WB-40   ER-1089-A    800     2000.0000    220 KV ALIPURDUAR(WB)-ALIPURDUAR(PG)-2
WB-41   ER-1693-A    800     2000.0000    220 KV GAZOLE(WB)-MALDA(PG)-1
WB-42   ER-1696-A    800     2000.0000    220 KV GAZOLE(WB)-MALDA(PG)-2
